Firma_ID,Kullandıkları_Paket,Kayıt_Tarihi,Aylık_İçerik_Sayısı,Aylık_Gelir_TL,Churn_Durumu,Müşteri_Memnuniyeti_Skoru,Tahmini_API_Maliyeti_TL,Brüt_Kar_TL
CF-4608,Başlangıç,2024-01-11,78,650,0,8,273.0,377.0
CF-4609,Profesyonel,2025-07-29,73,1500,0,5,255.5,1244.5
CF-4610,Başlangıç,2025-06-29,39,650,0,9,136.5,513.5
CF-4611,Profesyonel,2024-09-18,50,1500,0,2,175.0,1325.0
CF-4612,Başlangıç,2024-10-18,14,650,1,9,49.0,601.0
CF-4613,Profesyonel,2024-09-14,74,1500,0,7,259.0,1241.0
CF-4614,Başlangıç,2025-02-01,50,650,1,1,175.0,475.0
CF-4615,Başlangıç,2025-08-16,95,650,1,5,332.5,317.5
CF-4616,Başlangıç,2025-10-02,26,650,0,9,91.0,559.0
CF-4617,Başlangıç,2024-10-23,68,650,0,4,238.0,412.0
CF-4618,Profesyonel,2025-07-02,71,1500,0,6,248.5,1251.5
CF-4619,Başlangıç,2025-11-21,47,650,0,4,164.5,485.5
CF-4620,Başlangıç,2025-11-22,57,650,0,8,199.5,450.5
CF-4621,Profesyonel,2024-03-01,14,1500,0,1,49.0,1451.0
CF-4622,Başlangıç,2024-11-03,65,650,0,8,227.5,422.5
CF-4623,Profesyonel,2025-03-27,13,1500,0,1,45.5,1454.5
CF-4624,Başlangıç,2024-08-18,16,650,1,8,56.0,594.0
CF-4625,Profesyonel,2025-03-27,51,1500,0,9,178.5,1321.5
CF-4626,Başlangıç,2024-11-06,18,650,1,1,63.0,587.0
CF-4627,Profesyonel,2024-07-10,87,1500,0,7,304.5,1195.5
CF-4628,Başlangıç,2024-02-13,33,650,0,1,115.5,534.5
CF-4629,Profesyonel,2024-01-01,96,1500,0,9,336.0,1164.0
CF-4630,Sınırsız,2025-10-02,62,4500,1,5,217.0,4283.0
CF-4631,Başlangıç,2025-02-08,84,650,0,1,294.0,356.0
CF-4632,Başlangıç,2024-04-24,72,650,0,2,252.0,398.0
CF-4633,Başlangıç,2025-07-21,55,650,1,4,192.5,457.5
CF-4634,Sınırsız,2024-01-12,31,4500,0,1,108.5,4391.5
CF-4635,Başlangıç,2025-05-11,1,650,0,9,3.5,646.5
CF-4636,Profesyonel,2024-08-01,6,1500,0,8,21.0,1479.0
CF-4637,Başlangıç,2025-01-11,9,650,0,3,31.5,618.5
CF-4638,Sınırsız,2024-04-27,78,4500,0,3,273.0,4227.0
CF-4639,Başlangıç,2024-12-23,97,650,0,7,339.5,310.5
CF-4640,Sınırsız,2024-01-29,32,4500,0,6,112.0,4388.0
CF-4641,Profesyonel,2024-06-08,85,1500,0,4,297.5,1202.5
CF-4642,Sınırsız,2025-11-18,36,4500,1,5,126.0,4374.0
CF-4643,Başlangıç,2024-05-15,63,650,0,2,220.5,429.5
CF-4644,Başlangıç,2025-11-21,22,650,0,7,77.0,573.0
CF-4645,Sınırsız,2024-08-20,81,4500,0,2,283.5,4216.5
CF-4646,Başlangıç,2024-05-25,1,650,1,8,3.5,646.5
CF-4647,Başlangıç,2025-04-18,99,650,0,7,346.5,303.5
CF-4648,Başlangıç,2025-02-22,26,650,0,8,91.0,559.0
CF-4649,Başlangıç,2024-09-05,78,650,0,3,273.0,377.0
CF-4650,Başlangıç,2025-12-11,10,650,1,3,35.0,615.0
CF-4651,Başlangıç,2024-11-15,34,650,1,7,119.0,531.0
CF-4652,Başlangıç,2024-05-15,61,650,0,2,213.5,436.5
CF-4653,Sınırsız,2024-05-20,97,4500,1,7,339.5,4160.5
CF-4654,Sınırsız,2024-11-08,30,4500,0,5,105.0,4395.0
CF-4655,Başlangıç,2024-01-13,65,650,0,3,227.5,422.5
CF-4656,Başlangıç,2025-07-22,26,650,1,9,91.0,559.0
CF-4657,Başlangıç,2024-08-05,47,650,0,6,164.5,485.5
CF-4658,Sınırsız,2024-09-23,71,4500,0,2,248.5,4251.5
CF-4659,Başlangıç,2024-05-23,38,650,0,4,133.0,517.0
CF-4660,Başlangıç,2025-09-29,85,650,0,2,297.5,352.5
CF-4661,Profesyonel,2024-12-16,16,1500,0,7,56.0,1444.0
CF-4662,Başlangıç,2024-04-25,11,650,0,1,38.5,611.5
CF-4663,Profesyonel,2025-07-12,4,1500,0,8,14.0,1486.0
CF-4664,Profesyonel,2024-02-22,13,1500,0,6,45.5,1454.5
CF-4665,Başlangıç,2024-02-17,47,650,0,8,164.5,485.5
CF-4666,Profesyonel,2024-01-02,12,1500,0,5,42.0,1458.0
CF-4667,Profesyonel,2024-11-07,36,1500,0,5,126.0,1374.0
CF-4668,Başlangıç,2025-05-22,96,650,0,6,336.0,314.0
CF-4669,Sınırsız,2025-01-08,58,4500,0,2,203.0,4297.0
CF-4670,Başlangıç,2025-09-06,50,650,0,6,175.0,475.0
CF-4671,Sınırsız,2025-03-25,15,4500,0,7,52.5,4447.5
CF-4672,Başlangıç,2025-08-21,36,650,0,8,126.0,524.0
CF-4673,Profesyonel,2024-02-04,99,1500,1,1,346.5,1153.5
CF-4674,Başlangıç,2025-02-07,5,650,0,7,17.5,632.5
CF-4675,Sınırsız,2024-09-20,33,4500,1,9,115.5,4384.5
CF-4676,Başlangıç,2025-06-21,38,650,0,4,133.0,517.0
CF-4677,Profesyonel,2025-06-24,39,1500,0,8,136.5,1363.5
CF-4678,Sınırsız,2025-11-15,13,4500,0,1,45.5,4454.5
CF-4679,Başlangıç,2025-06-19,6,650,0,3,21.0,629.0
CF-4680,Başlangıç,2024-05-02,71,650,0,4,248.5,401.5
CF-4681,Başlangıç,2025-05-13,6,650,1,4,21.0,629.0
CF-4682,Başlangıç,2024-01-23,61,650,0,6,213.5,436.5
CF-4683,Başlangıç,2024-02-17,20,650,0,3,70.0,580.0
CF-4684,Başlangıç,2025-07-16,3,650,0,5,10.5,639.5
CF-4685,Başlangıç,2024-05-16,58,650,0,8,203.0,447.0
CF-4686,Başlangıç,2025-01-12,67,650,0,2,234.5,415.5
CF-4687,Sınırsız,2025-11-15,53,4500,1,5,185.5,4314.5
CF-4688,Profesyonel,2024-02-20,18,1500,0,8,63.0,1437.0
CF-4689,Başlangıç,2025-11-06,79,650,0,3,276.5,373.5
CF-4690,Profesyonel,2024-12-25,7,1500,1,7,24.5,1475.5
CF-4691,Başlangıç,2024-08-01,51,650,0,4,178.5,471.5
CF-4692,Başlangıç,2025-05-17,66,650,0,7,231.0,419.0
CF-4693,Başlangıç,2024-03-14,48,650,1,9,168.0,482.0
CF-4694,Profesyonel,2025-02-01,43,1500,0,5,150.5,1349.5
CF-4695,Başlangıç,2025-07-23,94,650,0,4,329.0,321.0
CF-4696,Başlangıç,2024-09-27,20,650,0,7,70.0,580.0
CF-4697,Başlangıç,2024-06-16,71,650,1,9,248.5,401.5
CF-4698,Profesyonel,2024-11-24,75,1500,0,4,262.5,1237.5
CF-4699,Sınırsız,2025-12-06,41,4500,0,2,143.5,4356.5
CF-4700,Başlangıç,2025-10-24,52,650,0,7,182.0,468.0
CF-4701,Profesyonel,2025-12-01,29,1500,0,9,101.5,1398.5
CF-4702,Sınırsız,2025-10-20,69,4500,0,4,241.5,4258.5
CF-4703,Başlangıç,2025-10-02,62,650,1,2,217.0,433.0
CF-4704,Sınırsız,2025-09-21,85,4500,0,8,297.5,4202.5
CF-4705,Başlangıç,2024-04-28,23,650,0,1,80.5,569.5
CF-4706,Profesyonel,2025-06-02,46,1500,1,6,161.0,1339.0
CF-4707,Sınırsız,2024-05-03,29,4500,0,4,101.5,4398.5
CF-4708,Başlangıç,2024-01-18,39,650,0,2,136.5,513.5
CF-4709,Başlangıç,2024-04-17,13,650,0,1,45.5,604.5
CF-4710,Başlangıç,2024-05-25,18,650,0,4,63.0,587.0
CF-4711,Başlangıç,2024-04-09,70,650,0,6,245.0,405.0
CF-4712,Profesyonel,2025-07-31,39,1500,0,1,136.5,1363.5
CF-4713,Sınırsız,2024-07-20,94,4500,0,2,329.0,4171.0
CF-4714,Başlangıç,2025-06-11,78,650,0,7,273.0,377.0
CF-4715,Profesyonel,2025-01-01,19,1500,0,3,66.5,1433.5
CF-4716,Başlangıç,2024-06-22,96,650,1,5,336.0,314.0
CF-4717,Başlangıç,2024-02-02,98,650,1,5,343.0,307.0
CF-4718,Profesyonel,2025-07-28,84,1500,0,2,294.0,1206.0
CF-4719,Başlangıç,2024-04-11,13,650,0,3,45.5,604.5
CF-4720,Profesyonel,2025-08-16,29,1500,0,7,101.5,1398.5
CF-4721,Başlangıç,2025-10-20,82,650,0,4,287.0,363.0
CF-4722,Profesyonel,2024-04-20,33,1500,0,3,115.5,1384.5
CF-4723,Sınırsız,2024-01-01,89,4500,0,8,311.5,4188.5
CF-4724,Başlangıç,2025-10-19,12,650,0,5,42.0,608.0
CF-4725,Başlangıç,2024-02-15,81,650,0,2,283.5,366.5
CF-4726,Başlangıç,2025-05-13,22,650,1,5,77.0,573.0
CF-4727,Başlangıç,2024-05-19,86,650,0,9,301.0,349.0
CF-4728,Başlangıç,2025-07-05,45,650,0,4,157.5,492.5
CF-4729,Başlangıç,2024-01-02,70,650,0,9,245.0,405.0
CF-4730,Başlangıç,2024-01-24,78,650,0,4,273.0,377.0
CF-4731,Sınırsız,2024-03-01,39,4500,0,9,136.5,4363.5
CF-4732,Başlangıç,2025-01-18,24,650,0,3,84.0,566.0
CF-4733,Başlangıç,2024-12-03,95,650,0,3,332.5,317.5
CF-4734,Başlangıç,2025-01-02,23,650,0,5,80.5,569.5
CF-4735,Sınırsız,2024-04-25,51,4500,0,2,178.5,4321.5
CF-4736,Sınırsız,2025-07-11,59,4500,0,6,206.5,4293.5
CF-4737,Başlangıç,2024-03-10,69,650,0,2,241.5,408.5
CF-4738,Sınırsız,2024-09-01,79,4500,0,7,276.5,4223.5
CF-4739,Sınırsız,2024-05-30,13,4500,0,9,45.5,4454.5
CF-4740,Başlangıç,2025-05-22,68,650,0,8,238.0,412.0
CF-4741,Sınırsız,2025-02-27,48,4500,0,8,168.0,4332.0
CF-4742,Başlangıç,2024-09-08,3,650,1,8,10.5,639.5
CF-4743,Profesyonel,2024-08-25,85,1500,1,3,297.5,1202.5
CF-4744,Başlangıç,2025-11-09,89,650,0,1,311.5,338.5
CF-4745,Profesyonel,2025-08-14,51,1500,0,3,178.5,1321.5
CF-4746,Başlangıç,2025-03-06,43,650,0,5,150.5,499.5
CF-4747,Profesyonel,2025-11-05,93,1500,0,3,325.5,1174.5
CF-4748,Başlangıç,2024-11-19,56,650,0,8,196.0,454.0
CF-4749,Başlangıç,2025-04-05,65,650,0,1,227.5,422.5
CF-4750,Başlangıç,2025-04-04,89,650,1,9,311.5,338.5
CF-4751,Başlangıç,2024-05-06,57,650,0,1,199.5,450.5
CF-4752,Profesyonel,2025-07-02,84,1500,0,9,294.0,1206.0
CF-4753,Başlangıç,2024-07-18,33,650,1,7,115.5,534.5
CF-4754,Başlangıç,2024-01-15,24,650,0,7,84.0,566.0
CF-4755,Profesyonel,2025-06-05,13,1500,0,9,45.5,1454.5
CF-4756,Başlangıç,2024-12-30,23,650,0,9,80.5,569.5
CF-4757,Başlangıç,2024-07-17,20,650,0,1,70.0,580.0
CF-4758,Başlangıç,2024-01-30,32,650,1,4,112.0,538.0
CF-4759,Başlangıç,2025-03-10,23,650,0,7,80.5,569.5
CF-4760,Başlangıç,2024-04-24,46,650,0,9,161.0,489.0
CF-4761,Profesyonel,2024-12-04,3,1500,0,7,10.5,1489.5
CF-4762,Profesyonel,2025-09-25,3,1500,0,3,10.5,1489.5
CF-4763,Başlangıç,2025-06-11,43,650,0,4,150.5,499.5
CF-4764,Başlangıç,2024-08-16,30,650,0,3,105.0,545.0
CF-4765,Profesyonel,2025-06-09,17,1500,0,5,59.5,1440.5
CF-4766,Başlangıç,2024-07-05,45,650,0,3,157.5,492.5
CF-4767,Başlangıç,2024-06-02,65,650,0,4,227.5,422.5
CF-4768,Başlangıç,2025-10-10,2,650,0,1,7.0,643.0
CF-4769,Başlangıç,2025-11-08,25,650,0,4,87.5,562.5
CF-4770,Başlangıç,2024-06-16,50,650,0,1,175.0,475.0
CF-4771,Sınırsız,2024-05-24,14,4500,1,7,49.0,4451.0
CF-4772,Profesyonel,2024-04-13,62,1500,0,5,217.0,1283.0
CF-4773,Başlangıç,2024-05-17,47,650,0,1,164.5,485.5
CF-4774,Sınırsız,2024-01-20,77,4500,0,1,269.5,4230.5
CF-4775,Profesyonel,2025-04-26,75,1500,0,4,262.5,1237.5
CF-4776,Başlangıç,2025-02-13,72,650,0,2,252.0,398.0
CF-4777,Başlangıç,2024-07-25,67,650,0,9,234.5,415.5
CF-4778,Başlangıç,2025-05-07,9,650,0,8,31.5,618.5
CF-4779,Başlangıç,2025-04-03,35,650,1,2,122.5,527.5
CF-4780,Sınırsız,2024-07-16,55,4500,0,1,192.5,4307.5
CF-4781,Sınırsız,2024-04-08,19,4500,0,7,66.5,4433.5
CF-4782,Profesyonel,2024-06-13,92,1500,0,1,322.0,1178.0
CF-4783,Başlangıç,2025-04-10,41,650,0,3,143.5,506.5
CF-4784,Başlangıç,2024-02-09,61,650,0,7,213.5,436.5
CF-4785,Sınırsız,2025-01-06,82,4500,0,8,287.0,4213.0
CF-4786,Başlangıç,2025-04-20,48,650,0,5,168.0,482.0
CF-4787,Sınırsız,2025-03-06,39,4500,0,5,136.5,4363.5
CF-4788,Başlangıç,2024-03-02,15,650,0,1,52.5,597.5
CF-4789,Başlangıç,2025-04-04,11,650,0,8,38.5,611.5
CF-4790,Başlangıç,2025-04-08,88,650,0,2,308.0,342.0
CF-4791,Başlangıç,2024-09-02,39,650,1,8,136.5,513.5
CF-4792,Profesyonel,2024-05-01,32,1500,0,4,112.0,1388.0
CF-4793,Profesyonel,2024-06-15,6,1500,0,3,21.0,1479.0
CF-4794,Başlangıç,2024-03-06,13,650,0,3,45.5,604.5
CF-4795,Başlangıç,2025-09-18,2,650,0,3,7.0,643.0
CF-4796,Başlangıç,2024-06-14,79,650,0,5,276.5,373.5
CF-4797,Başlangıç,2024-04-03,4,650,1,5,14.0,636.0
CF-4798,Profesyonel,2025-08-18,23,1500,0,6,80.5,1419.5
CF-4799,Profesyonel,2025-12-17,13,1500,0,3,45.5,1454.5
CF-4800,Başlangıç,2025-03-29,73,650,0,1,255.5,394.5
CF-4801,Başlangıç,2025-02-12,76,650,0,5,266.0,384.0
CF-4802,Sınırsız,2024-05-29,47,4500,0,5,164.5,4335.5
CF-4803,Profesyonel,2024-03-26,25,1500,0,8,87.5,1412.5
CF-4804,Başlangıç,2025-10-15,87,650,0,6,304.5,345.5
CF-4805,Başlangıç,2024-03-30,3,650,1,9,10.5,639.5
CF-4806,Başlangıç,2024-12-18,34,650,0,9,119.0,531.0
CF-4807,Profesyonel,2024-03-13,31,1500,0,2,108.5,1391.5
CF-4808,Başlangıç,2025-12-10,57,650,0,6,199.5,450.5
CF-4809,Başlangıç,2025-04-20,35,650,0,3,122.5,527.5
CF-4810,Profesyonel,2025-12-03,94,1500,0,7,329.0,1171.0
CF-4811,Sınırsız,2025-01-28,43,4500,1,2,150.5,4349.5
CF-4812,Başlangıç,2024-07-10,3,650,0,1,10.5,639.5
CF-4813,Profesyonel,2025-10-18,93,1500,1,6,325.5,1174.5
CF-4814,Başlangıç,2024-01-01,73,650,0,5,255.5,394.5
CF-4815,Sınırsız,2024-04-19,98,4500,0,4,343.0,4157.0
CF-4816,Sınırsız,2024-04-17,89,4500,0,1,311.5,4188.5
CF-4817,Sınırsız,2025-08-03,36,4500,0,5,126.0,4374.0
CF-4818,Profesyonel,2025-12-08,4,1500,0,6,14.0,1486.0
CF-4819,Sınırsız,2025-11-25,17,4500,0,1,59.5,4440.5
CF-4820,Başlangıç,2025-04-03,36,650,0,3,126.0,524.0
CF-4821,Profesyonel,2025-04-20,3,1500,0,2,10.5,1489.5
CF-4822,Sınırsız,2025-08-21,61,4500,1,2,213.5,4286.5
CF-4823,Başlangıç,2024-02-26,55,650,0,3,192.5,457.5
CF-4824,Profesyonel,2024-07-15,74,1500,0,2,259.0,1241.0
CF-4825,Başlangıç,2025-12-25,66,650,0,9,231.0,419.0
CF-4826,Profesyonel,2025-12-19,28,1500,0,8,98.0,1402.0
CF-4827,Sınırsız,2025-11-22,20,4500,1,5,70.0,4430.0
CF-4828,Sınırsız,2025-10-27,55,4500,0,1,192.5,4307.5
CF-4829,Başlangıç,2025-09-18,31,650,0,2,108.5,541.5
CF-4830,Başlangıç,2025-12-14,21,650,0,8,73.5,576.5
CF-4831,Başlangıç,2024-10-14,31,650,0,3,108.5,541.5
CF-4832,Başlangıç,2024-06-21,86,650,0,5,301.0,349.0
CF-4833,Başlangıç,2025-04-20,78,650,0,2,273.0,377.0
CF-4834,Profesyonel,2025-10-01,65,1500,0,9,227.5,1272.5
CF-4835,Profesyonel,2025-07-06,35,1500,0,2,122.5,1377.5
CF-4836,Başlangıç,2024-02-17,53,650,0,2,185.5,464.5
CF-4837,Başlangıç,2024-04-11,26,650,0,4,91.0,559.0
CF-4838,Başlangıç,2025-03-30,8,650,0,3,28.0,622.0
CF-4839,Başlangıç,2024-10-31,28,650,0,2,98.0,552.0
CF-4840,Başlangıç,2024-12-16,10,650,0,3,35.0,615.0
CF-4841,Sınırsız,2025-11-21,4,4500,0,3,14.0,4486.0
CF-4842,Profesyonel,2024-01-30,22,1500,1,1,77.0,1423.0
CF-4843,Sınırsız,2024-09-19,77,4500,0,3,269.5,4230.5
CF-4844,Sınırsız,2025-10-29,56,4500,0,1,196.0,4304.0
CF-4845,Başlangıç,2024-01-16,97,650,0,6,339.5,310.5
CF-4846,Başlangıç,2025-09-18,14,650,0,5,49.0,601.0
CF-4847,Başlangıç,2025-10-19,71,650,0,3,248.5,401.5
CF-4848,Başlangıç,2024-09-04,33,650,0,4,115.5,534.5
CF-4849,Başlangıç,2025-12-12,52,650,1,2,182.0,468.0
CF-4850,Profesyonel,2024-02-22,84,1500,0,2,294.0,1206.0
CF-4851,Başlangıç,2024-01-06,32,650,0,8,112.0,538.0
CF-4852,Başlangıç,2025-12-12,54,650,1,7,189.0,461.0
CF-4853,Başlangıç,2024-10-29,40,650,0,6,140.0,510.0
CF-4854,Sınırsız,2025-06-10,11,4500,0,3,38.5,4461.5
CF-4855,Başlangıç,2024-12-04,12,650,0,1,42.0,608.0
CF-4856,Sınırsız,2025-08-19,73,4500,0,9,255.5,4244.5
CF-4857,Profesyonel,2025-10-09,99,1500,0,1,346.5,1153.5
CF-4858,Profesyonel,2025-09-07,80,1500,0,5,280.0,1220.0
CF-4859,Sınırsız,2024-02-16,77,4500,0,5,269.5,4230.5
CF-4860,Sınırsız,2024-12-22,4,4500,0,7,14.0,4486.0
CF-4861,Başlangıç,2024-12-09,24,650,0,1,84.0,566.0
CF-4862,Profesyonel,2025-06-14,89,1500,0,3,311.5,1188.5
CF-4863,Başlangıç,2024-04-07,57,650,0,2,199.5,450.5
CF-4864,Profesyonel,2025-01-27,16,1500,0,3,56.0,1444.0
CF-4865,Profesyonel,2025-04-03,95,1500,0,9,332.5,1167.5
CF-4866,Başlangıç,2024-11-13,2,650,0,3,7.0,643.0
CF-4867,Sınırsız,2024-03-06,27,4500,0,8,94.5,4405.5
CF-4868,Profesyonel,2025-07-09,91,1500,0,9,318.5,1181.5
CF-4869,Başlangıç,2025-08-13,49,650,0,6,171.5,478.5
CF-4870,Başlangıç,2025-07-14,78,650,0,1,273.0,377.0
CF-4871,Başlangıç,2024-04-16,62,650,0,2,217.0,433.0
CF-4872,Başlangıç,2024-07-15,59,650,1,1,206.5,443.5
CF-4873,Başlangıç,2025-11-06,6,650,1,5,21.0,629.0
CF-4874,Profesyonel,2024-03-03,57,1500,1,2,199.5,1300.5
CF-4875,Profesyonel,2024-04-17,9,1500,0,2,31.5,1468.5
CF-4876,Başlangıç,2025-06-16,61,650,0,2,213.5,436.5
CF-4877,Sınırsız,2024-12-21,1,4500,0,9,3.5,4496.5
CF-4878,Başlangıç,2025-01-15,3,650,0,4,10.5,639.5
CF-4879,Başlangıç,2025-09-16,85,650,1,9,297.5,352.5
CF-4880,Profesyonel,2024-08-10,83,1500,1,1,290.5,1209.5
CF-4881,Profesyonel,2024-06-15,30,1500,0,8,105.0,1395.0
CF-4882,Başlangıç,2024-07-27,30,650,1,9,105.0,545.0
CF-4883,Başlangıç,2025-04-27,88,650,0,6,308.0,342.0
CF-4884,Sınırsız,2025-10-08,91,4500,0,9,318.5,4181.5
CF-4885,Sınırsız,2024-02-21,97,4500,0,6,339.5,4160.5
CF-4886,Başlangıç,2024-08-28,31,650,1,5,108.5,541.5
CF-4887,Başlangıç,2024-07-22,39,650,0,1,136.5,513.5
CF-4888,Sınırsız,2025-07-20,99,4500,1,2,346.5,4153.5
CF-4889,Başlangıç,2024-02-23,13,650,0,8,45.5,604.5
CF-4890,Başlangıç,2025-12-09,99,650,0,4,346.5,303.5
CF-4891,Sınırsız,2025-10-01,42,4500,0,4,147.0,4353.0
CF-4892,Sınırsız,2025-08-27,86,4500,0,3,301.0,4199.0
CF-4893,Başlangıç,2025-09-23,23,650,0,9,80.5,569.5
CF-4894,Sınırsız,2025-07-31,44,4500,0,4,154.0,4346.0
CF-4895,Başlangıç,2024-09-12,87,650,0,7,304.5,345.5
CF-4896,Başlangıç,2024-01-07,28,650,0,5,98.0,552.0
CF-4897,Profesyonel,2024-04-21,30,1500,0,4,105.0,1395.0
CF-4898,Profesyonel,2024-01-12,31,1500,0,9,108.5,1391.5
CF-4899,Profesyonel,2024-09-25,20,1500,0,3,70.0,1430.0
CF-4900,Başlangıç,2025-02-03,57,650,0,5,199.5,450.5
CF-4901,Profesyonel,2024-03-01,55,1500,0,4,192.5,1307.5
CF-4902,Profesyonel,2024-04-01,88,1500,0,5,308.0,1192.0
CF-4903,Başlangıç,2025-03-02,19,650,1,5,66.5,583.5
CF-4904,Sınırsız,2024-01-19,46,4500,0,6,161.0,4339.0
CF-4905,Başlangıç,2024-10-22,84,650,1,1,294.0,356.0
CF-4906,Başlangıç,2025-09-01,18,650,0,2,63.0,587.0
CF-4907,Profesyonel,2024-03-16,48,1500,1,2,168.0,1332.0
CF-4908,Başlangıç,2024-05-22,79,650,0,3,276.5,373.5
CF-4909,Sınırsız,2025-11-19,32,4500,0,8,112.0,4388.0
CF-4910,Başlangıç,2024-06-07,94,650,1,4,329.0,321.0
CF-4911,Başlangıç,2024-10-08,65,650,0,1,227.5,422.5
CF-4912,Profesyonel,2025-06-15,35,1500,0,6,122.5,1377.5
CF-4913,Başlangıç,2024-06-18,98,650,0,7,343.0,307.0
CF-4914,Başlangıç,2025-04-18,61,650,0,3,213.5,436.5
CF-4915,Başlangıç,2025-06-27,43,650,0,1,150.5,499.5
CF-4916,Profesyonel,2025-07-30,59,1500,0,8,206.5,1293.5
CF-4917,Profesyonel,2024-11-23,41,1500,1,9,143.5,1356.5
CF-4918,Profesyonel,2024-08-10,13,1500,0,2,45.5,1454.5
CF-4919,Başlangıç,2024-08-06,38,650,0,8,133.0,517.0
CF-4920,Profesyonel,2024-11-12,91,1500,0,2,318.5,1181.5
CF-4921,Başlangıç,2024-10-09,66,650,0,2,231.0,419.0
CF-4922,Sınırsız,2024-06-29,90,4500,0,6,315.0,4185.0
CF-4923,Başlangıç,2025-01-28,68,650,0,6,238.0,412.0
CF-4924,Başlangıç,2024-12-14,8,650,0,1,28.0,622.0
CF-4925,Başlangıç,2025-06-26,17,650,1,8,59.5,590.5
CF-4926,Başlangıç,2025-03-13,56,650,1,3,196.0,454.0
CF-4927,Sınırsız,2024-07-08,49,4500,0,6,171.5,4328.5
CF-4928,Profesyonel,2024-03-19,59,1500,0,1,206.5,1293.5
CF-4929,Başlangıç,2024-03-10,70,650,0,4,245.0,405.0
CF-4930,Başlangıç,2024-05-27,85,650,0,3,297.5,352.5
CF-4931,Başlangıç,2025-02-28,3,650,0,7,10.5,639.5
CF-4932,Başlangıç,2025-10-24,29,650,0,1,101.5,548.5
CF-4933,Profesyonel,2024-06-16,42,1500,0,1,147.0,1353.0
CF-4934,Profesyonel,2025-02-02,54,1500,1,1,189.0,1311.0
CF-4935,Başlangıç,2025-03-10,9,650,0,3,31.5,618.5
CF-4936,Sınırsız,2025-10-11,27,4500,1,4,94.5,4405.5
CF-4937,Profesyonel,2025-01-04,27,1500,0,8,94.5,1405.5
CF-4938,Başlangıç,2024-11-06,33,650,0,2,115.5,534.5
CF-4939,Sınırsız,2025-11-02,73,4500,1,9,255.5,4244.5
CF-4940,Profesyonel,2025-11-02,45,1500,0,6,157.5,1342.5
CF-4941,Sınırsız,2025-03-30,21,4500,0,7,73.5,4426.5
CF-4942,Profesyonel,2024-03-01,53,1500,0,6,185.5,1314.5
CF-4943,Başlangıç,2024-04-19,62,650,0,7,217.0,433.0
CF-4944,Sınırsız,2024-09-30,71,4500,0,7,248.5,4251.5
CF-4945,Sınırsız,2024-05-17,6,4500,0,4,21.0,4479.0
CF-4946,Başlangıç,2025-10-19,70,650,0,4,245.0,405.0
CF-4947,Başlangıç,2025-01-07,77,650,0,1,269.5,380.5
CF-4948,Profesyonel,2025-09-29,90,1500,0,8,315.0,1185.0
CF-4949,Başlangıç,2024-07-18,83,650,0,4,290.5,359.5
CF-4950,Sınırsız,2024-09-02,23,4500,0,1,80.5,4419.5
CF-4951,Sınırsız,2024-06-30,62,4500,0,8,217.0,4283.0
CF-4952,Sınırsız,2024-10-06,45,4500,0,1,157.5,4342.5
CF-4953,Başlangıç,2024-03-17,45,650,0,3,157.5,492.5
CF-4954,Başlangıç,2024-12-03,88,650,0,1,308.0,342.0
CF-4955,Başlangıç,2024-05-14,68,650,0,7,238.0,412.0
CF-4956,Sınırsız,2025-09-21,71,4500,0,7,248.5,4251.5
CF-4957,Profesyonel,2025-05-20,63,1500,1,2,220.5,1279.5
CF-4958,Profesyonel,2024-04-27,21,1500,0,9,73.5,1426.5
CF-4959,Başlangıç,2024-05-26,80,650,0,6,280.0,370.0
CF-4960,Başlangıç,2025-12-14,91,650,1,5,318.5,331.5
CF-4961,Sınırsız,2024-06-11,36,4500,0,9,126.0,4374.0
CF-4962,Sınırsız,2024-12-15,43,4500,1,3,150.5,4349.5
CF-4963,Profesyonel,2025-07-13,46,1500,0,4,161.0,1339.0
CF-4964,Profesyonel,2024-12-31,20,1500,0,6,70.0,1430.0
CF-4965,Profesyonel,2024-06-01,36,1500,0,9,126.0,1374.0
CF-4966,Başlangıç,2024-12-25,48,650,0,3,168.0,482.0
CF-4967,Sınırsız,2024-03-11,74,4500,0,4,259.0,4241.0
CF-4968,Profesyonel,2024-04-25,78,1500,0,4,273.0,1227.0
CF-4969,Profesyonel,2024-10-13,10,1500,0,5,35.0,1465.0
CF-4970,Başlangıç,2024-11-16,9,650,0,7,31.5,618.5
CF-4971,Profesyonel,2025-04-17,5,1500,0,5,17.5,1482.5
CF-4972,Profesyonel,2024-11-09,59,1500,0,3,206.5,1293.5
CF-4973,Başlangıç,2024-08-06,96,650,0,8,336.0,314.0
CF-4974,Sınırsız,2024-06-22,74,4500,0,6,259.0,4241.0
CF-4975,Profesyonel,2025-08-09,42,1500,0,9,147.0,1353.0
CF-4976,Başlangıç,2025-02-16,76,650,0,6,266.0,384.0
CF-4977,Başlangıç,2025-01-22,80,650,0,7,280.0,370.0
CF-4978,Sınırsız,2025-09-20,43,4500,0,9,150.5,4349.5
CF-4979,Başlangıç,2024-06-29,78,650,1,9,273.0,377.0
CF-4980,Başlangıç,2024-12-15,11,650,0,8,38.5,611.5
CF-4981,Başlangıç,2024-02-12,1,650,0,6,3.5,646.5
CF-4982,Profesyonel,2024-02-29,32,1500,1,8,112.0,1388.0
CF-4983,Sınırsız,2024-07-30,42,4500,0,2,147.0,4353.0
